latitude;longitude;altitude;slope;dvdone;dvrest;kmdone;kmto;cpnumero;cptype;sumcategory
44.935211;-0.216931;21.09;0;0;2158;0;200.77;6;real;
44.935333;-0.216742;21.16;0;0;2158;0.02;200.75;;;
44.935456;-0.216556;21.34;0;0;2158;0.04;200.73;;;
44.935578;-0.216369;21.38;0;0;2158;0.06;200.71;;;
44.935697;-0.216181;21.39;0;0;2158;0.08;200.69;;;
44.935819;-0.215994;21.36;0;0;2158;0.1;200.67;;;
44.935942;-0.215808;21.39;0;0;2158;0.12;200.65;;;
44.936186;-0.215436;21.4;0;0;2158;0.16;200.61;;;
44.936308;-0.21525;21.49;0;0;2158;0.18;200.59;;;
44.936431;-0.215064;21.49;0;0;2158;0.2;200.57;;;
44.936547;-0.214872;21.23;0;0;2158;0.22;200.55;;;
44.936669;-0.214686;21.47;0;0;2158;0.24;200.53;;;
44.936794;-0.214503;21.56;0;0;2158;0.26;200.51;;;
44.937042;-0.214136;21.43;0;0;2158;0.3;200.47;7;;
44.937167;-0.213953;21.52;0;0;2158;0.32;200.45;;;
44.937292;-0.213769;21.76;0;0;2158;0.34;200.43;;;
44.937414;-0.213586;21.72;0;0;2158;0.36;200.41;;;
44.937539;-0.213403;21.53;0;0;2158;0.38;200.39;;;
44.937664;-0.213219;21.79;0;0;2158;0.4;200.37;;;
44.937786;-0.213036;21.78;0;0;2158;0.42;200.35;;;
44.937911;-0.21285;21.29;0;0;2158;0.44;200.33;;;
44.938036;-0.212667;21.38;0;0;2158;0.46;200.31;;;
44.938158;-0.212481;21.49;-1;0;2158;0.48;200.29;;;
44.938281;-0.212297;21.21;-1;0;2158;0.5;200.27;;;
44.938403;-0.212111;20.79;-1;0;2158;0.52;200.25;;;
44.938525;-0.211925;20.62;-1;0;2158;0.54;200.23;;;
44.938892;-0.211367;19.88;-2;0;2158;0.6;200.17;;;
44.939014;-0.211181;19.38;-2;0;2158;0.62;200.15;;;
44.939136;-0.210994;19.07;-2;0;2158;0.64;200.13;;;
44.939258;-0.210808;18.46;-2;0;2158;0.66;200.11;;;
44.939381;-0.210622;17.89;-3;0;2158;0.68;200.09;;;
44.9395;-0.210436;17.21;-3;0;2158;0.7;200.07;;;
44.939622;-0.210247;16.95;-3;0;2158;0.72;200.05;;;
44.939744;-0.210061;15.99;-3;0;2158;0.74;200.03;;;
44.939869;-0.209878;15.68;-3;0;2158;0.76;200.01;;;
44.939989;-0.209689;15.16;-3;0;2158;0.78;199.99;;;
44.940108;-0.2095;14.61;-3;0;2158;0.8;199.97;;;
44.940228;-0.209308;14.13;-3;0;2158;0.82;199.95;;;
44.94035;-0.209125;13.77;-2;0;2158;0.84;199.93;;;
44.940469;-0.208936;13.24;-1;0;2158;0.86;199.91;;;
44.940594;-0.208753;12.52;0;0;2158;0.88;199.89;;;
44.940717;-0.208569;12.99;1;0;2158;0.9;199.87;;;
44.940836;-0.208378;13.29;2;1;2157;0.92;199.85;;;
44.940956;-0.208189;13.71;3;2;2156;0.94;199.83;;;
44.941081;-0.208006;14.72;3;2;2156;0.96;199.81;8;;
44.941206;-0.207822;15.23;4;3;2155;0.98;199.79;;;
44.941328;-0.207639;16.45;4;4;2154;1;199.77;;;
44.941453;-0.207453;17.63;5;5;2153;1.02;199.75;;;
44.941575;-0.207269;18.27;5;6;2152;1.04;199.73;;;
44.9417;-0.207086;19.14;5;7;2151;1.06;199.71;;;
44.941822;-0.2069;20.07;5;8;2150;1.08;199.69;;;
44.942439;-0.205978;24.4;3;12;2146;1.18;199.59;;;
44.942561;-0.205794;24.81;3;12;2146;1.2;199.57;;;
44.942686;-0.205611;25.52;2;13;2145;1.22;199.55;;;
44.942811;-0.205428;26.01;2;13;2145;1.24;199.53;;;
44.942933;-0.205242;26.36;2;13;2145;1.26;199.51;;;
44.943058;-0.205058;26.77;1;14;2144;1.28;199.49;;;
44.943178;-0.204869;27.03;1;14;2144;1.3;199.47;;;
44.9433;-0.204683;27.3;1;14;2144;1.32;199.45;;;
44.943422;-0.2045;27.39;1;15;2143;1.34;199.43;;;
44.943547;-0.204314;27.59;1;15;2143;1.36;199.41;;;
44.943669;-0.204128;27.6;1;15;2143;1.38;199.39;;;
44.943792;-0.203944;27.79;1;15;2143;1.4;199.37;;;
44.943914;-0.203758;28.07;1;15;2143;1.42;199.35;;;
44.944036;-0.203572;28.02;1;16;2142;1.44;199.33;;;
44.944158;-0.203386;28.24;1;16;2142;1.46;199.31;;;
44.944281;-0.2032;28.28;0;16;2142;1.48;199.29;;;
44.944403;-0.203014;28.46;0;16;2142;1.5;199.27;;;
44.944525;-0.202825;28.39;0;16;2142;1.52;199.25;;;
44.944647;-0.202639;28.4;0;16;2142;1.54;199.23;;;
44.944769;-0.202453;28.46;0;16;2142;1.56;199.21;;;
44.944892;-0.202267;28.5;0;16;2142;1.58;199.19;;;
44.945014;-0.202083;28.65;0;16;2142;1.6;199.17;;;
44.945136;-0.201897;28.62;0;16;2142;1.62;199.15;;;
44.945258;-0.201711;28.68;0;16;2142;1.64;199.13;;;
44.945381;-0.201525;28.85;0;16;2142;1.66;199.11;;;
44.945503;-0.201339;28.84;0;16;2142;1.68;199.09;;;
44.945625;-0.201156;28.75;0;16;2142;1.7;199.07;;;
44.945747;-0.200969;28.97;0;16;2142;1.72;199.05;;;
44.945872;-0.200783;29.05;0;16;2142;1.74;199.03;;;
44.945994;-0.200597;28.88;0;16;2142;1.76;199.01;;;
44.946117;-0.200411;28.91;0;16;2142;1.78;198.99;;;
44.946239;-0.200225;29.06;0;16;2142;1.8;198.97;;;
44.946361;-0.200042;29.01;0;16;2142;1.82;198.95;;;
44.946483;-0.199856;29.1;0;16;2142;1.84;198.93;;;
44.946606;-0.199669;29.2;0;16;2142;1.86;198.91;;;
44.946728;-0.199483;29.37;0;16;2142;1.88;198.89;;;
44.94685;-0.199297;29.2;0;16;2142;1.9;198.87;;;
44.946972;-0.199111;29.34;0;16;2142;1.92;198.85;;;
44.947094;-0.198925;29.23;0;16;2142;1.94;198.83;;;
44.947214;-0.198736;29.1;0;16;2142;1.96;198.81;;;
