latitude;longitude;altitude;slope;dvdone;dvrest;kmdone;kmto;cpnumero;cptype;sumcategory
43.708431;-1.012583;10.24;0;0;1610;0;181.7;5;real;
43.708458;-1.012339;10.11;0;0;1610;0.02;181.68;;;
43.708489;-1.012094;10.12;0;0;1610;0.04;181.66;;;
43.708517;-1.01185;10.23;0;0;1610;0.06;181.64;;;
43.708547;-1.011603;10.18;0;0;1610;0.08;181.62;;;
43.708575;-1.011358;10.14;0;0;1610;0.1;181.6;;;
43.708606;-1.011114;10.2;0;0;1610;0.12;181.58;;;
43.708664;-1.010625;9.99;0;0;1610;0.16;181.54;;;
43.708692;-1.010381;9.89;0;0;1610;0.18;181.52;;;
43.708719;-1.010133;9.91;0;0;1610;0.2;181.5;;;
43.708744;-1.009889;9.99;0;0;1610;0.22;181.48;;;
43.708769;-1.009642;9.95;0;0;1610;0.24;181.46;;;
43.7088;-1.0094;9.96;0;0;1610;0.26;181.44;;;
43.708883;-1.008917;10.1;0;0;1610;0.3;181.4;;;
43.708928;-1.008675;10.15;0;0;1610;0.32;181.38;;;
43.708975;-1.008436;10.18;0;0;1610;0.34;181.36;;;
43.709028;-1.008197;9.4;0;0;1610;0.36;181.34;;;
43.709078;-1.007961;10.43;0;0;1610;0.38;181.32;;;
43.709125;-1.007722;10.38;0;0;1610;0.4;181.3;;;
43.709175;-1.007483;10.4;0;0;1610;0.42;181.28;;;
43.709225;-1.007244;10.37;0;0;1610;0.44;181.26;;;
43.709275;-1.007006;10.32;0;0;1610;0.46;181.24;;;
43.709325;-1.006767;10.55;0;0;1610;0.48;181.22;;;
43.709375;-1.006528;10.64;0;0;1610;0.5;181.2;;;
43.709425;-1.006292;10.67;0;0;1610;0.52;181.18;;;
43.709475;-1.006053;10.73;0;0;1610;0.54;181.16;;;
43.709631;-1.005339;10.87;0;0;1610;0.6;181.1;;;
43.709681;-1.0051;11.05;0;0;1610;0.62;181.08;;;
43.709728;-1.004861;11.13;0;0;1610;0.64;181.06;;;
43.709778;-1.004622;11.13;0;0;1610;0.66;181.04;;;
43.709828;-1.004386;11.17;0;0;1610;0.68;181.02;;;
43.709878;-1.004147;11.02;0;0;1610;0.7;181;;;
43.709928;-1.003908;11.02;0;0;1610;0.72;180.98;;;
43.709978;-1.003669;11.02;0;0;1610;0.74;180.96;;;
43.710028;-1.003431;11.05;0;0;1610;0.76;180.94;;;
43.710078;-1.003192;11.05;0;0;1610;0.78;180.92;;;
43.710128;-1.002953;11.01;0;0;1610;0.8;180.9;;;
43.710178;-1.002717;10.97;0;0;1610;0.82;180.88;;;
43.710228;-1.002478;11.05;0;0;1610;0.84;180.86;;;
43.710278;-1.002239;11.08;0;0;1610;0.86;180.84;;;
43.710328;-1.002;11.08;0;0;1610;0.88;180.82;;;
43.710378;-1.001764;11.11;0;0;1610;0.9;180.8;;;
43.710428;-1.001525;11.1;0;0;1610;0.92;180.78;;;
43.710481;-1.001286;11.03;0;0;1610;0.94;180.76;;;
43.710531;-1.001047;11.04;0;0;1610;0.96;180.74;;;
43.710581;-1.000808;11.09;0;0;1610;0.98;180.72;;;
43.710631;-1.000572;11.12;0;0;1610;1;180.7;;;
43.710678;-1.000333;11.07;0;0;1610;1.02;180.68;;;
43.710725;-1.000092;11.03;0;0;1610;1.04;180.66;;;
43.710761;-0.99985;11.11;0;0;1610;1.06;180.64;;;
43.710783;-0.999603;11.11;0;0;1610;1.08;180.62;;;
43.710858;-0.998367;11.27;0;0;1610;1.18;180.52;;;
43.710872;-0.998119;11.32;0;0;1610;1.2;180.5;;;
43.710886;-0.997872;11.39;0;0;1610;1.22;180.48;;;
43.7109;-0.997625;11.37;0;0;1610;1.24;180.46;;;
43.710914;-0.997378;11.4;0;0;1610;1.26;180.44;;;
43.710928;-0.997131;11.48;0;0;1610;1.28;180.42;;;
