latitude;longitude;altitude;slope;dvdone;dvrest;kmdone;kmto;cpnumero;cptype;sumcategory
46.087628;4.973183;267.53;1;0;2463;0;137.71;4;real;
46.087472;4.973311;267.69;1;0;2463;0.02;137.69;;;
46.087314;4.973439;267.88;1;1;2462;0.04;137.67;;;
46.087158;4.973564;268.02;1;1;2462;0.06;137.65;;;
46.087003;4.973692;268.12;1;1;2462;0.08;137.63;;;
46.086844;4.973819;268.38;1;1;2462;0.1;137.61;;;
46.086689;4.973947;268.57;1;1;2462;0.12;137.59;;;
46.086375;4.974203;268.94;1;2;2461;0.16;137.55;;;
46.086219;4.974328;269.22;1;2;2461;0.18;137.53;;;
46.086061;4.974456;269.28;0;2;2461;0.2;137.51;;;
46.085906;4.974583;269.38;0;2;2461;0.22;137.49;;;
46.08575;4.974711;269.52;0;2;2461;0.24;137.47;;;
46.085592;4.974839;269.48;0;2;2461;0.26;137.45;;;
46.085278;4.975089;269.6;0;2;2461;0.3;137.41;;;
46.085119;4.975214;269.64;0;2;2461;0.32;137.39;;;
46.084964;4.975339;269.71;0;2;2461;0.34;137.37;;;
46.084806;4.975464;269.78;0;2;2461;0.36;137.35;;;
46.084647;4.975592;269.86;0;2;2461;0.38;137.33;;;
46.084492;4.975717;269.93;0;2;2461;0.4;137.31;;;
46.084333;4.975844;269.98;0;2;2461;0.42;137.29;;;
46.084178;4.975969;270.04;0;2;2461;0.44;137.27;;;
46.084019;4.976092;270.12;0;2;2461;0.46;137.25;;;
46.083861;4.976214;270.21;0;2;2461;0.48;137.23;;;
46.083703;4.976339;270.19;1;2;2461;0.5;137.21;;;
46.083544;4.976464;270.44;1;2;2461;0.52;137.19;;;
46.083386;4.976589;270.58;1;3;2460;0.54;137.17;;;
46.082914;4.976961;270.95;1;3;2460;0.6;137.11;;;
46.082756;4.977086;270.91;1;3;2460;0.62;137.09;;;
46.0826;4.977211;270.99;1;4;2459;0.64;137.07;;;
46.082442;4.977333;271.2;1;4;2459;0.66;137.05;;;
46.082283;4.977456;271.3;1;4;2459;0.68;137.03;;;
46.082122;4.977572;271.55;0;4;2459;0.7;137.01;;;
46.081958;4.977683;271.61;0;4;2459;0.72;136.99;;;
46.081792;4.977783;271.76;0;4;2459;0.74;136.97;;;
46.081622;4.977861;271.75;0;4;2459;0.76;136.95;;;
46.08145;4.977942;271.86;0;4;2459;0.78;136.93;;;
46.081275;4.978006;271.83;-1;4;2459;0.8;136.91;;;
46.0811;4.978067;271.72;-1;4;2459;0.82;136.89;;;
46.080928;4.978131;271.6;-1;4;2459;0.84;136.87;;;
46.080753;4.978197;271.5;-1;4;2459;0.86;136.85;;;
46.080578;4.978261;271.29;0;4;2459;0.88;136.83;;;
46.080406;4.978328;271.45;0;4;2459;0.9;136.81;;;
46.080231;4.978394;271.96;1;4;2459;0.92;136.79;;;
46.080056;4.978458;271.81;1;5;2458;0.94;136.77;;;
46.079883;4.978522;272.01;1;5;2458;0.96;136.75;;;
