latitude;longitude;altitude;slope;dvdone;dvrest;kmdone;kmto;cpnumero;cptype;sumcategory
45.778075;3.016672;780.04;4;0;3219;0;167.11;4;real;
45.77795;3.016489;780.9;4;1;3218;0.02;167.09;;;
45.777822;3.016303;781.87;4;2;3217;0.04;167.07;;;
45.777697;3.016119;782.68;4;3;3216;0.06;167.05;;;
45.777572;3.015933;783.45;4;4;3215;0.08;167.03;;;
45.777447;3.01575;784.18;4;4;3215;0.1;167.01;;;
45.777322;3.015564;785.17;4;5;3214;0.12;166.99;;;
45.777072;3.015194;786.67;4;7;3212;0.16;166.95;;;
45.776947;3.015008;787.53;4;8;3211;0.18;166.93;;;
45.776825;3.014822;788.3;4;8;3211;0.2;166.91;;;
45.7767;3.014636;789.06;4;9;3210;0.22;166.89;;;
45.776575;3.01445;789.99;4;10;3209;0.24;166.87;;;
45.77645;3.014264;790.88;5;11;3208;0.26;166.85;;;
45.776203;3.013892;792.76;5;13;3206;0.3;166.81;;;
45.776078;3.013706;793.69;5;14;3205;0.32;166.79;;;
45.775953;3.013522;794.42;4;15;3204;0.34;166.77;;;
45.775831;3.013336;795.5;4;16;3203;0.36;166.75;5;;
45.775703;3.013153;796.41;4;17;3202;0.38;166.73;;;
45.775578;3.012967;797.27;3;17;3202;0.4;166.71;;;
45.775453;3.012783;797.93;3;18;3201;0.42;166.69;;;
45.775325;3.0126;798.39;3;18;3201;0.44;166.67;;;
45.7752;3.012417;798.81;3;18;3201;0.46;166.65;;;
45.775075;3.012233;799.22;2;19;3200;0.48;166.63;;;
45.77495;3.012047;799.74;2;19;3200;0.5;166.61;;;
45.774822;3.011864;800.18;2;20;3199;0.52;166.59;;;
45.774697;3.011681;800.55;2;20;3199;0.54;166.57;;;
45.774319;3.011128;801.88;2;21;3198;0.6;166.51;;;
45.774194;3.010944;802.21;2;22;3197;0.62;166.49;;;
45.774069;3.010758;802.69;3;23;3196;0.64;166.47;;;
45.773944;3.010575;803.28;3;23;3196;0.66;166.45;;;
45.773819;3.010389;803.92;3;24;3195;0.68;166.43;;;
45.773694;3.010206;804.77;4;24;3195;0.7;166.41;;;
45.773569;3.010019;805.64;4;25;3194;0.72;166.39;;;
45.77345;3.009831;806.71;4;26;3193;0.74;166.37;;;
45.773342;3.009622;807.66;4;27;3192;0.76;166.35;;;
45.773386;3.009397;808.03;4;28;3191;0.78;166.33;;;
45.773283;3.009211;808.67;4;29;3190;0.8;166.31;;;
45.773114;3.009189;809.33;4;30;3189;0.82;166.29;;;
45.772972;3.009033;810.41;4;31;3188;0.84;166.27;;;
45.772847;3.008847;811.52;5;32;3187;0.86;166.25;;;
45.772719;3.008664;812.69;5;33;3186;0.88;166.23;;;
45.772594;3.008481;813.78;5;33;3186;0.9;166.21;;;
45.772467;3.008297;814.81;5;34;3185;0.92;166.19;;;
45.772342;3.008114;815.77;4;35;3184;0.94;166.17;;;
45.772214;3.007933;816.74;4;36;3183;0.96;166.15;;;
45.772089;3.00775;817.53;4;37;3182;0.98;166.13;;;
45.771961;3.007567;818.26;3;37;3182;1;166.11;;;
45.771833;3.007386;818.8;3;38;3181;1.02;166.09;;;
45.771708;3.007203;819.35;2;38;3181;1.04;166.07;;;
45.771581;3.007019;819.89;2;38;3181;1.06;166.05;;;
45.771456;3.006836;820.31;2;39;3180;1.08;166.03;;;
45.770833;3.005908;821.18;0;40;3179;1.18;165.93;;;
45.770708;3.005722;821.14;0;40;3179;1.2;165.91;;;
45.770583;3.005536;821.11;0;40;3179;1.22;165.89;;;
45.770461;3.005347;820.99;0;40;3179;1.24;165.87;;;
45.770336;3.005161;820.98;0;40;3179;1.26;165.85;;;
45.770211;3.004978;821.04;0;40;3179;1.28;165.83;;;
45.770086;3.004792;821.09;0;40;3179;1.3;165.81;;;
45.769961;3.004608;821.09;0;40;3179;1.32;165.79;;;
45.769836;3.004425;821.12;0;40;3179;1.34;165.77;;;
45.769714;3.004236;821.09;1;40;3179;1.36;165.75;;;
45.7696;3.004036;821.17;1;40;3179;1.38;165.73;;;
45.769492;3.003831;821.15;1;40;3179;1.4;165.71;;;
45.769392;3.003617;821.21;1;40;3179;1.42;165.69;;;
45.7693;3.003397;821.46;1;41;3178;1.44;165.67;;;
45.769211;3.003172;821.64;1;41;3178;1.46;165.65;;;
45.769128;3.002944;821.82;1;41;3178;1.48;165.63;;;
45.769044;3.002717;822.05;1;41;3178;1.5;165.61;;;
45.768958;3.002492;822.23;1;41;3178;1.52;165.59;;;
45.768872;3.002264;822.42;1;42;3177;1.54;165.57;;;
45.768786;3.002039;822.6;1;42;3177;1.56;165.55;;;
45.768703;3.001814;822.76;1;42;3177;1.58;165.53;;;
45.768617;3.001586;822.82;1;42;3177;1.6;165.51;;;
45.768525;3.001364;822.94;1;42;3177;1.62;165.49;;;
45.768589;3.001172;823.51;0;42;3177;1.64;165.47;6;;
45.768581;3.000931;823.89;0;42;3177;1.66;165.45;;;
45.768439;3.0008;823.53;0;42;3177;1.68;165.43;;;
45.768281;3.0009;823.07;-1;42;3177;1.7;165.41;;;
45.768136;3.000858;822.84;-1;42;3177;1.72;165.39;;;
45.767975;3.000744;822.77;0;42;3177;1.74;165.37;;;
45.767811;3.000636;822.75;0;42;3177;1.76;165.35;;;
45.76765;3.000525;822.97;0;42;3177;1.78;165.33;;;
45.767489;3.000408;823.13;1;42;3177;1.8;165.31;;;
45.767328;3.000294;823.14;1;42;3177;1.82;165.29;;;
45.767167;3.000183;823.26;1;42;3177;1.84;165.27;;;
45.767003;3.000072;823.35;1;42;3177;1.86;165.25;;;
45.76685;2.999939;823.42;1;42;3177;1.88;165.23;;;
45.7667;2.999797;823.53;1;42;3177;1.9;165.21;;;
45.766556;2.999642;823.68;1;42;3177;1.92;165.19;;;
45.766425;2.999467;824.01;1;43;3176;1.94;165.17;;;
45.766292;2.999294;824.19;2;43;3176;1.96;165.15;;;
45.766158;2.999122;824.42;2;43;3176;1.98;165.13;;;
45.766025;2.998947;824.79;2;43;3176;2;165.11;;;
45.765894;2.998772;825.36;2;44;3175;2.02;165.09;;;
45.765761;2.9986;825.99;2;45;3174;2.04;165.07;;;
45.765628;2.998428;826.64;3;45;3174;2.06;165.05;;;
45.765494;2.998256;827.26;3;46;3173;2.08;165.03;7;;
45.765361;2.998083;827.85;3;46;3173;2.1;165.01;;;
45.765228;2.997911;828.44;3;47;3172;2.12;164.99;;;
45.765094;2.997736;829.24;4;48;3171;2.14;164.97;;;
45.764958;2.997564;830.03;5;49;3170;2.16;164.95;;;
45.763756;2.996019;841.78;7;61;3158;2.34;164.77;;;
45.763622;2.995847;843.09;7;62;3157;2.36;164.75;;;
45.763489;2.995672;844.42;7;63;3156;2.38;164.73;;;
45.763356;2.9955;845.69;7;65;3154;2.4;164.71;;;
45.763225;2.995325;847.04;7;66;3153;2.42;164.69;;;
45.763094;2.995147;848.46;7;68;3151;2.44;164.67;;;
45.762969;2.994964;849.81;7;69;3150;2.46;164.65;;;
45.762844;2.994775;851.17;6;70;3149;2.48;164.63;;;
45.762731;2.994578;852.59;6;72;3147;2.5;164.61;;;
45.762625;2.994369;853.69;6;73;3146;2.52;164.59;;;
45.762519;2.994161;854.82;6;74;3145;2.54;164.57;;;
45.762422;2.993947;855.87;6;75;3144;2.56;164.55;;;
45.762325;2.993728;856.96;5;76;3143;2.58;164.53;;;
45.762231;2.993508;857.89;5;77;3142;2.6;164.51;;;
45.762136;2.993289;858.8;5;78;3141;2.62;164.49;;;
45.76205;2.993067;859.75;5;79;3140;2.64;164.47;;;
45.761969;2.992836;860.74;5;80;3139;2.66;164.45;;;
45.761889;2.992606;861.85;5;81;3138;2.68;164.43;;;
45.761811;2.992372;862.83;5;82;3137;2.7;164.41;;;
45.761739;2.992139;863.98;5;83;3136;2.72;164.39;;;
45.761667;2.991903;864.85;5;84;3135;2.74;164.37;;;
45.7616;2.991664;866.12;5;85;3134;2.76;164.35;;;
45.761533;2.991425;867.05;5;86;3133;2.78;164.33;;;
45.761475;2.991183;868.3;5;87;3132;2.8;164.31;;;
45.761419;2.990939;869.37;5;88;3131;2.82;164.29;;;
45.761369;2.990692;870.28;5;89;3130;2.84;164.27;;;
45.761319;2.990444;871.32;5;90;3129;2.86;164.25;;;
45.761275;2.990194;872.52;5;91;3128;2.88;164.23;;;
45.761233;2.989944;873.31;5;91;3128;2.9;164.21;;;
45.7612;2.989692;874.3;5;92;3127;2.92;164.19;;;
45.761169;2.989439;875.24;4;93;3126;2.94;164.17;;;
45.761139;2.989186;875.9;4;94;3125;2.96;164.15;;;
45.761111;2.988931;876.52;4;95;3124;2.98;164.13;;;
45.761086;2.988678;877.12;3;95;3124;3;164.11;;;
45.761067;2.988422;877.57;3;96;3123;3.02;164.09;;;
45.76105;2.988164;878.25;3;97;3122;3.04;164.07;;;
45.761033;2.987908;878.72;3;97;3122;3.06;164.05;;;
45.761017;2.987653;879.32;3;98;3121;3.08;164.03;;;
45.761017;2.987397;879.89;3;98;3121;3.1;164.01;;;
45.761028;2.987139;880.22;3;99;3120;3.12;163.99;;;
45.761031;2.986883;880.96;3;100;3119;3.14;163.97;;;
45.761031;2.986625;881.73;4;100;3119;3.16;163.95;;;
45.761031;2.986369;882.48;4;101;3118;3.18;163.93;;;
45.761033;2.986111;883.23;4;101;3118;3.2;163.91;;;
45.761039;2.985856;884.04;4;102;3117;3.22;163.89;;;
