latitude;longitude;altitude;slope;dvdone;dvrest;kmdone;kmto;cpnumero;cptype;sumcategory
45.825861;1.538453;422.77;3;0;3564;0;182.31;4;real;
45.825975;1.53865;423.38;2;1;3563;0.02;182.29;;;
45.826089;1.53885;423.68;2;1;3563;0.04;182.27;;;
45.826203;1.53905;424.13;2;1;3563;0.06;182.25;;;
45.826317;1.53925;424.58;1;2;3562;0.08;182.23;;;
45.826428;1.53945;424.91;1;2;3562;0.1;182.21;;;
45.826542;1.53965;425.39;0;2;3562;0.12;182.19;;;
45.826769;1.540047;425.35;-1;2;3562;0.16;182.15;;;
45.826883;1.540247;424.89;-2;2;3562;0.18;182.13;;;
45.826997;1.540447;424.41;-3;2;3562;0.2;182.11;;;
45.827111;1.540647;423.71;-3;2;3562;0.22;182.09;;;
45.827225;1.540847;423;-4;2;3562;0.24;182.07;;;
45.827339;1.541047;422.05;-4;2;3562;0.26;182.05;;;
45.827564;1.541444;420.33;-4;2;3562;0.3;182.01;;;
45.827678;1.541644;419.48;-4;2;3562;0.32;181.99;;;
45.827792;1.541844;418.57;-4;2;3562;0.34;181.97;;;
45.827906;1.542044;417.71;-4;2;3562;0.36;181.95;;;
45.828019;1.542244;416.86;-4;2;3562;0.38;181.93;;;
45.828131;1.542444;416.02;-4;2;3562;0.4;181.91;;;
45.828247;1.542644;415.47;-3;2;3562;0.42;181.89;;;
45.828361;1.542842;414.81;-3;2;3562;0.44;181.87;;;
45.828478;1.543039;413.86;-3;2;3562;0.46;181.85;;;
45.828589;1.543242;413.38;-3;2;3562;0.48;181.83;;;
45.8287;1.543444;413.11;-4;2;3562;0.5;181.81;;;
45.828806;1.543653;412.3;-4;2;3562;0.52;181.79;;;
45.828894;1.543875;411.84;-4;2;3562;0.54;181.77;;;
45.829128;1.544572;409.18;-4;2;3562;0.6;181.71;;;
45.8292;1.544806;408.79;-3;2;3562;0.62;181.69;;;
45.829275;1.545042;408.25;-3;2;3562;0.64;181.67;;;
45.829347;1.545278;407.89;-3;2;3562;0.66;181.65;;;
45.829422;1.545511;407.05;-3;2;3562;0.68;181.63;;;
45.829494;1.545747;406.56;-4;2;3562;0.7;181.61;;;
45.829572;1.545978;406.11;-4;2;3562;0.72;181.59;;;
45.829656;1.546206;405.35;-4;2;3562;0.74;181.57;;;
45.829742;1.546433;404.72;-4;2;3562;0.76;181.55;;;
45.829839;1.54665;403.8;-4;2;3562;0.78;181.53;;;
45.829939;1.546864;402.98;-4;2;3562;0.8;181.51;;;
45.830047;1.547069;402.43;-3;2;3562;0.82;181.49;;;
45.830172;1.54725;401.84;-3;2;3562;0.84;181.47;;;
45.830319;1.547397;401.52;-3;2;3562;0.86;181.45;;;
45.830481;1.547511;400.68;-3;2;3562;0.88;181.43;;;
45.830653;1.547592;400.01;-3;2;3562;0.9;181.41;;;
45.830822;1.547669;399.72;-2;2;3562;0.92;181.39;;;
45.830994;1.547756;399.08;-2;2;3562;0.94;181.37;;;
45.831153;1.547872;398.56;-2;2;3562;0.96;181.35;;;
45.8313;1.548022;398.33;-2;2;3562;0.98;181.33;;;
45.831428;1.548203;398.17;-2;2;3562;1;181.31;;;
45.831544;1.548397;397.98;-1;2;3562;1.02;181.29;;;
45.831658;1.548594;398.04;-1;2;3562;1.04;181.27;;;
45.831772;1.548797;397.74;-1;2;3562;1.06;181.25;;;
45.831886;1.548997;397.57;-1;2;3562;1.08;181.23;;;
45.832447;1.55;395.89;-2;2;3562;1.18;181.13;;;
45.832561;1.5502;395.49;-2;2;3562;1.2;181.11;;;
45.832669;1.550408;395.33;-1;2;3562;1.22;181.09;;;
45.832769;1.550619;395.06;-1;2;3562;1.24;181.07;;;
45.832858;1.550844;394.95;-1;2;3562;1.26;181.05;;;
45.832933;1.551078;394.86;-1;2;3562;1.28;181.03;;;
45.832994;1.551319;394.7;-2;2;3562;1.3;181.01;;;
45.833047;1.551564;394.33;-2;2;3562;1.32;180.99;;;
45.833089;1.551817;394.09;-2;2;3562;1.34;180.97;;;
45.833125;1.552067;393.67;-2;2;3562;1.36;180.95;;;
45.833164;1.552319;393.25;-2;2;3562;1.38;180.93;;;
45.8332;1.552572;392.82;-2;2;3562;1.4;180.91;;;
45.833242;1.552822;392.57;-1;2;3562;1.42;180.89;;;
45.833281;1.553072;392.33;-1;2;3562;1.44;180.87;;;
45.833319;1.553325;392.26;-1;2;3562;1.46;180.85;;;
45.833358;1.553575;392.28;0;2;3562;1.48;180.83;;;
45.8334;1.553825;391.8;0;2;3562;1.5;180.81;;;
45.833442;1.554078;392.44;0;2;3562;1.52;180.79;;;
45.833481;1.554328;392.69;1;3;3561;1.54;180.77;;;
45.833522;1.554578;392.98;1;3;3561;1.56;180.75;;;
45.833564;1.554828;393.22;1;3;3561;1.58;180.73;;;
45.833622;1.555072;393.15;2;3;3561;1.6;180.71;;;
45.833689;1.555311;393.68;2;4;3560;1.62;180.69;;;
45.833767;1.555544;394.11;2;4;3560;1.64;180.67;;;
45.83385;1.555769;394.44;2;4;3560;1.66;180.65;5;;
45.833942;1.555992;394.7;2;5;3559;1.68;180.63;;;
45.834025;1.556219;395.04;3;5;3559;1.7;180.61;;;
45.8341;1.556456;395.76;3;6;3558;1.72;180.59;;;
45.834164;1.556694;396.08;3;7;3557;1.74;180.57;;;
45.8342;1.556947;396.53;3;7;3557;1.76;180.55;;;
45.834222;1.557203;397.11;3;8;3556;1.78;180.53;;;
45.834239;1.557458;397.56;3;8;3556;1.8;180.51;;;
45.834258;1.557714;398.21;3;9;3555;1.82;180.49;;;
45.834297;1.557967;398.83;3;10;3554;1.84;180.47;;;
45.834364;1.558203;399.4;3;10;3554;1.86;180.45;;;
45.834439;1.558436;400.06;2;11;3553;1.88;180.43;;;
45.834525;1.558664;400.72;2;11;3553;1.9;180.41;;;
45.834611;1.558892;401.41;2;11;3553;1.92;180.39;;;
45.834692;1.559119;402;1;12;3552;1.94;180.37;;;
45.834767;1.559353;402.3;1;12;3552;1.96;180.35;;;
45.834836;1.559592;402.25;-1;12;3552;1.98;180.33;;;
45.834897;1.559833;401.7;-2;12;3552;2;180.31;;;
45.834958;1.560075;400.9;-3;12;3552;2.02;180.29;;;
45.835019;1.560317;399.99;-4;12;3552;2.04;180.27;;;
45.835078;1.560561;399.54;-4;12;3552;2.06;180.25;;;
45.835139;1.560803;398.36;-3;12;3552;2.08;180.23;;;
45.835197;1.561047;397.55;-3;12;3552;2.1;180.21;;;
45.835247;1.561294;396.97;-2;12;3552;2.12;180.19;;;
45.835281;1.561547;396.5;-1;12;3552;2.14;180.17;;;
45.8353;1.561803;396.41;-1;12;3552;2.16;180.15;;;
45.835133;1.564075;402.93;5;19;3545;2.34;179.97;;;
45.835022;1.564278;404.14;5;20;3544;2.36;179.95;;;
45.834894;1.564458;405.14;5;21;3543;2.38;179.93;;;
45.834761;1.564633;405.58;5;21;3543;2.4;179.91;;;
45.834631;1.564811;405.69;4;22;3542;2.42;179.89;;;
45.8345;1.564989;406.57;4;23;3541;2.44;179.87;;;
45.834367;1.565158;407.95;4;24;3540;2.46;179.85;;;
45.834233;1.565333;408.74;4;25;3539;2.48;179.83;;;
45.834103;1.565514;409.32;4;25;3539;2.5;179.81;;;
45.833975;1.565692;410.32;4;26;3538;2.52;179.79;6;;
45.83385;1.565878;411.47;4;27;3537;2.54;179.77;;;
45.833744;1.566086;412.42;4;28;3536;2.56;179.75;;;
45.83365;1.566306;412.87;4;29;3535;2.58;179.73;;;
45.833567;1.566533;413.55;4;29;3535;2.6;179.71;;;
45.833497;1.566769;414.33;4;30;3534;2.62;179.69;;;
45.833436;1.567011;415.07;4;31;3533;2.64;179.67;;;
45.833378;1.567256;415.78;4;32;3532;2.66;179.65;;;
45.833317;1.567497;416.92;4;33;3531;2.68;179.63;;;
45.833256;1.567739;417.55;4;33;3531;2.7;179.61;;;
45.833194;1.567981;418.34;4;34;3530;2.72;179.59;;;
45.833139;1.568225;419.15;4;35;3529;2.74;179.57;;;
45.833106;1.568478;419.86;4;36;3528;2.76;179.55;;;
