latitude;longitude;altitude;slope;dvdone;dvrest;kmdone;kmto;cpnumero;cptype;sumcategory
47.680953;6.843217;399.23;1;0;3572;0;133.47;5;real;
47.681133;6.843222;399.48;1;0;3572;0.02;133.45;;;
47.681314;6.843222;399.75;1;1;3571;0.04;133.43;;;
47.681492;6.843225;399.98;1;1;3571;0.06;133.41;;;
47.681672;6.843228;400.19;1;1;3571;0.08;133.39;;;
47.681853;6.843231;400.42;1;1;3571;0.1;133.37;;;
47.682033;6.843233;400.66;1;1;3571;0.12;133.35;;;
47.682392;6.843239;401.15;1;2;3570;0.16;133.31;;;
47.682572;6.843253;401.37;1;2;3570;0.18;133.29;;;
47.68275;6.843269;401.59;1;2;3570;0.2;133.27;;;
47.682931;6.843292;401.81;1;2;3570;0.22;133.25;;;
47.683108;6.843319;402.08;1;3;3569;0.24;133.23;;;
47.683289;6.843347;402.36;1;3;3569;0.26;133.21;;;
47.683644;6.843428;402.74;1;3;3569;0.3;133.17;;;
47.683819;6.843483;402.87;0;3;3569;0.32;133.15;;;
47.683994;6.843539;402.89;0;3;3569;0.34;133.13;;;
47.684172;6.843597;402.94;0;3;3569;0.36;133.11;;;
47.684347;6.843653;402.95;0;3;3569;0.38;133.09;;;
47.684522;6.843708;402.9;-1;3;3569;0.4;133.07;;;
47.6847;6.843764;402.74;-1;3;3569;0.42;133.05;;;
47.684875;6.843819;402.64;-1;3;3569;0.44;133.03;;;
47.68505;6.843875;402.5;-1;3;3569;0.46;133.01;;;
47.685228;6.843928;402.33;-1;3;3569;0.48;132.99;;;
47.685403;6.843978;402.22;-2;3;3569;0.5;132.97;;;
47.685581;6.844031;402.07;-2;3;3569;0.52;132.95;;;
47.685756;6.844081;401.71;-2;3;3569;0.54;132.93;;;
47.686278;6.844283;400.69;-1;3;3569;0.6;132.87;;;
47.686375;6.844486;400.91;-1;3;3569;0.62;132.85;;;
47.686542;6.844514;400.88;0;3;3569;0.64;132.83;;;
47.686631;6.844297;400.61;0;3;3569;0.66;132.81;;;
47.686536;6.844083;400.9;1;3;3569;0.68;132.79;;;
47.686594;6.843844;400.74;1;3;3569;0.7;132.77;;;
47.686664;6.843597;400.74;1;4;3568;0.72;132.75;;;
47.686731;6.84335;401.14;2;4;3568;0.74;132.73;;;
47.686789;6.843097;401.68;2;4;3568;0.76;132.71;;;
47.686833;6.842839;402.26;2;5;3567;0.78;132.69;;;
47.686875;6.842581;402.8;2;5;3567;0.8;132.67;;;
47.686914;6.842319;403.25;1;5;3567;0.82;132.65;;;
47.686953;6.842061;403.58;1;6;3566;0.84;132.63;;;
47.686992;6.8418;403.78;1;6;3566;0.86;132.61;;;
47.687031;6.841542;403.87;0;6;3566;0.88;132.59;;;
47.687072;6.841281;403.85;-1;6;3566;0.9;132.57;;;
47.687111;6.841022;403.71;-1;6;3566;0.92;132.55;;;
47.68715;6.840761;403.63;-2;6;3566;0.94;132.53;;;
47.687186;6.8405;403.21;-2;6;3566;0.96;132.51;6;;
47.687217;6.840239;402.74;-3;6;3566;0.98;132.49;;;
47.68725;6.839975;402.09;-3;6;3566;1;132.47;;;
47.687258;6.839708;401.4;-3;6;3566;1.02;132.45;;;
47.687264;6.839444;400.75;-4;6;3566;1.04;132.43;;;
47.687267;6.839178;399.96;-4;6;3566;1.06;132.41;;;
47.687272;6.838911;398.92;-3;6;3566;1.08;132.39;;;
